,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6419,Dachser,3.8,(82 Reviews),Kempten + 15 more,28 years old,1k-5k Employees (India),
6420,Akorn,4.4,(82 Reviews),Private,"Lake Forest,Illinois + 5 more",51 years old,201-500 Employees (India)
6421,V.Ships,4.2,(82 Reviews),Private,Glasgow + 7 more,38 years old,51-200 Employees (India)
6422,Hind Rectifiers,3.4,(82 Reviews),Public,"Mumbai,Maharashtra + 5 more",64 years old,201-500 Employees (India)
6423,Celon Laboratori...,3.5,(82 Reviews),Private,"Hyderabad,Telangana + 3 more",15 years old,201-500 Employees (India)
6424,ATS ELGI,4.4,(82 Reviews),Coimbatore + 14 more,15 years old,51-200 Employees (India),
6425,ChicMic,4.8,(82 Reviews),Private,"Mohali,Punjab",10 years old,51-200 Employees (India)
6426,Pramata Knowledg...,3.6,(82 Reviews),Private,Brisbane,17 years old,201-500 Employees (India)
6427,HLE Engineers,3.7,(82 Reviews),Private,Navsari + 6 more,41 years old,501-1k Employees (India)
6428,Krishidhan Seeds,3.8,(82 Reviews),Private,"Jalna,Maharashtra + 17 more",26 years old,1-10 Employees (India)
6429,C & C Constructi...,4.0,(82 Reviews),Public,Gurgaon + 14 more,26 years old,201-500 Employees (India)
6430,Express KCS,4.1,(82 Reviews),Private,Milford + 3 more,18 years old,501-1k Employees (India)
6431,Theon Pharmaceut...,3.7,(82 Reviews),Private,"Panchkula,Haryana + 6 more",15 years old,201-500 Employees (India)
6432,Icomm Tele,3.7,(82 Reviews),Private,Hyderabad + 12 more,33 years old,1k-5k Employees (India)
6433,Petroleum Develo...,4.5,(82 Reviews),Private,Muscat + 4 more,85 years old,5k-10k Employees (India)
6434,L&T Infrastructu...,3.9,(82 Reviews),Chennai + 29 more,501-1k Employees (India),,
6435,Gram Tarang Empl...,3.5,(82 Reviews),Private,Bhubaneswar + 15 more,17 years old,51-200 Employees (India)
6436,Changepond Techn...,3.3,(82 Reviews),Private,"Chennai,Tamil Nadu",22 years old,501-1k Employees (India)
6437,Encotec Energy,3.6,(82 Reviews),Private,Noida + 16 more,13 years old,
6438,Jumeirah Interna...,4.4,(82 Reviews),Dubai + 3 more,25 years old,201-500 Employees (India),
6439,Apis India,4.3,(82 Reviews),Public,"Delhi/NCR,New Delhi + 19 more",98 years old,201-500 Employees (India)
6440,Marquis Technolo...,3.4,(82 Reviews),"Navi Mumbai,Maharashtra + 5 more",13 years old,51-200 Employees (India),
6441,P C CHANDRA JEWE...,4.1,(82 Reviews),Private,Kolkata + 17 more,83 years old,51-200 Employees (India)
6442,Payswiff Solutio...,3.7,(82 Reviews),Private,"Hyderabad,Telangana + 11 more",9 years old,201-500 Employees (India)
6443,Aqualite India,3.9,(82 Reviews),"Delhi/NCR,New Delhi + 4 more",14 years old,1k-5k Employees (India),
6444,Impulse,4.1,(82 Reviews),Private,Gurgaon + 10 more,40 years old,501-1k Employees (India)
6445,Dhatsol IT Solut...,3.5,(82 Reviews),51-200 Employees (India),,,
6446,Vogo Automotive,3.8,(82 Reviews),Private,"Montpellier,Herault + 7 more",6 years old,51-200 Employees (India)
6447,Bloombrain Learn...,3.1,(82 Reviews),Private,New Delhi + 5 more,,
6448,PGEIN,4.7,(82 Reviews),Private,"Chandigarh,Chandigarh + 1 more",2 years old,51-200 Employees (India)
6449,Bentley Systems,4.1,(82 Reviews),Private,"Exton,Pennsylvania + 4 more",17 years old,501-1k Employees (India)
6450,Awign Enterprise...,3.5,(82 Reviews),Private,"Bangalore,Karnataka + 13 more",6 years old,51-200 Employees (India)
6451,Hongkong & Shang...,4.1,(5.9k Reviews),Hyderabad/Secunderabad + 13 more,,,
6452,Groupe Seb,3.7,(83 Reviews),Ecully + 21 more,49 years old,501-1k Employees (India),
6453,TetraSoft,3.8,(81 Reviews),Private,Chesterfield,25 years old,501-1k Employees (India)
6454,United Industrie...,3.8,(81 Reviews),Public,Chennai + 6 more,37 years old,
6455,Birla Century,3.7,(81 Reviews),Private,Mumbai + 9 more,125 years old,1k-5k Employees (India)
6456,PES Engineers,4.2,(81 Reviews),Private,Hyderabad + 8 more,41 years old,201-500 Employees (India)
6457,Forever New,4.4,(81 Reviews),Private,Melbourne + 20 more,16 years old,201-500 Employees (India)
6458,BITS Pilani,4.2,(81 Reviews),Private,Pilani + 17 more,58 years old,1k-5k Employees (India)
6459,NIMHANS,4.5,(81 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",97 years old,501-1k Employees (India)
6460,TCI,3.8,(81 Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",64 years old,
6461,Kumar Properties,4.1,(81 Reviews),Private,"Pune,Maharashtra + 4 more",56 years old,501-1k Employees (Global)
6462,Algoworks Techno...,4.2,(81 Reviews),Private,"Noida,Uttar Pradesh + 1 more",16 years old,501-1k Employees (India)
6463,Voith,3.9,(81 Reviews),Private,Heidenheim + 6 more,155 years old,201-500 Employees (India)
6464,BillDesk,3.6,(81 Reviews),Public,"Mumbai,Maharashtra + 12 more",22 years old,201-500 Employees (Global)
6465,Altair Engineeri...,4.2,(81 Reviews),Private,"Troy,Michigan + 6 more",37 years old,501-1k Employees (India)
6466,Jaypee Brothers ...,3.3,(81 Reviews),Private,"Delhi/NCR,Delhi + 10 more",53 years old,501-1k Employees (India)
6467,Anglo-French Dru...,4.0,(81 Reviews),Private,Bangalore + 14 more,99 years old,501-1k Employees (India)
6468,Reliance Broadca...,4.0,(81 Reviews),Public,"Mumbai,Maharashtra + 27 more",17 years old,501-1k Employees (India)
6469,Opulentus Overse...,2.9,(81 Reviews),Private,Hyderabad + 8 more,21 years old,201-500 Employees (India)
6470,Data Patterns,3.7,(81 Reviews),Private,"Chennai,Tamil Nadu + 6 more",37 years old,201-500 Employees (India)
6471,ABV Rock Group,4.2,(81 Reviews),Private,Riyadh + 7 more,48 years old,1k-5k Employees (Global)
6472,Merino Laminates,3.7,(81 Reviews),Kolkata + 25 more,48 years old,51-200 Employees (India),
6473,Rajagiri Hospita...,4.6,(81 Reviews),Kochi + 1 more,8 years old,201-500 Employees (India),
6474,NuvoEx,4.4,(81 Reviews),Private,"Delhi,NCT + 15 more",9 years old,1k-5k Employees (India)
6475,KLJ GROUP,4.0,(81 Reviews),Public,New Delhi + 8 more,55 years old,1k-5k Employees (India)
6476,Sheth Creators,3.6,(81 Reviews),Private,"Mumbai,Maharashtra + 2 more",11 years old,201-500 Employees (India)
6477,Yeshshree Press ...,3.8,(81 Reviews),"Aurangabad,Maharashtra + 1 more",25 years old,1k-5k Employees (India),
6478,SecUR Credential...,3.5,(81 Reviews),Private,Mumbai + 7 more,21 years old,201-500 Employees (India)
6479,Arya Collateral ...,4.4,(81 Reviews),Private,"Noida,Uttar Pradesh + 16 more",40 years old,51-200 Employees (India)
6480,Tyco Internation...,4.4,(81 Reviews),New Jersey + 17 more,62 years old,50k-1 Lakh Employees (Global),
6481,Dangote Industri...,4.4,(81 Reviews),Public,Lagos + 6 more,44 years old,10k-50k Employees (Global)
6482,Pratham Motors,3.8,(81 Reviews),Bangalore + 2 more,20 years old,201-500 Employees (India),
6483,Pontika Aerotech,3.8,(81 Reviews),Public,Sirmour + 4 more,5 years old,51-200 Employees (India)
6484,K2k Infrastructu...,4.3,(81 Reviews),Private,Bangaluru + 4 more,15 years old,51-200 Employees (India)
6485,Hyatt Place,4.2,(81 Reviews),Private,Chicago + 10 more,65 years old,11-50 Employees (India)
6486,Hansa Direct,3.4,(81 Reviews),Private,Mumbai,14 years old,201-500 Employees (India)
6487,Southern Railway,4.4,(81 Reviews),Chennai + 23 more,71 years old,1 Lakh+ Employees (India),
6488,Vibracoustic,4.2,(81 Reviews),Private,"Darmstadt,Hessen + 8 more",10 years old,201-500 Employees (India)
6489,A.t.e. Enterpris...,4.0,(81 Reviews),"Mumbai,Maharashtra + 12 more",83 years old,1k-5k Employees (India),
6490,Intellect Bizwar...,4.4,(81 Reviews),Private,"Navi Mumbai,Maharashtra + 3 more",15 years old,51-200 Employees (India)
6491,Airef Engineers,4.0,(81 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",36 years old,1k-5k Employees (India)
6492,Milltec Machiner...,3.9,(81 Reviews),Private,Bangalore + 10 more,34 years old,501-1k Employees (India)
6493,Nijji Healthcare,4.2,(81 Reviews),Kolkata + 18 more,9 years old,51-200 Employees (India),
6494,Ind Innovations,3.4,(81 Reviews),Private,"Delhi/NCR,Delhi + 19 more",8 years old,11-50 Employees (India)
6495,Modern Construct...,3.6,(81 Reviews),New Delhi + 17 more,46 years old,201-500 Employees (India),
6496,EDR Continuous I...,3.4,(81 Reviews),Private,Nagpur + 2 more,24 years old,51-200 Employees (India)
6497,GTN Engineering,4.0,(81 Reviews),Public,Tirupur + 9 more,32 years old,201-500 Employees (India)
6498,Sovereign Pharma,4.0,(81 Reviews),Pune + 5 more,19 years old,201-500 Employees (India),
6499,KDK Software,3.9,(81 Reviews),Private,"Jaipur,Rajasthan + 6 more",19 years old,51-200 Employees (India)
6500,Wellknown Polyes...,3.8,(81 Reviews),Public,"Mumbai,Maharashtra + 5 more",26 years old,1k-5k Employees (India)
6501,Qtech Software,4.5,(81 Reviews),Private,"Mumbai,Maharashtra + 1 more",21 years old,51-200 Employees (India)
6502,DIC India,4.3,(81 Reviews),Public,"Chuo,Tokyo + 9 more",75 years old,501-1k Employees (India)
6503,Indu Projects,4.1,(81 Reviews),Private,Hyderabad + 14 more,21 years old,1k-5k Employees (India)
6504,Jumbo Electronic...,3.8,(81 Reviews),Private,"Dubai,Dubai + 14 more",48 years old,51-200 Employees (India)
6505,Palsons Derma,3.8,(81 Reviews),Kolkata + 13 more,38 years old,51-200 Employees (India),
6506,JSW Ispat Steel,4.0,(81 Reviews),Public,"Nagpur,Maharashtra + 13 more",38 years old,501-1k Employees (India)
6507,Baggit,3.6,(81 Reviews),Private,"Mumbai,Maharashtra + 16 more",33 years old,201-500 Employees (India)
6508,Pps Motors,4.1,(81 Reviews),Private,Hyderabad + 13 more,11 years old,51-200 Employees (India)
6509,BillDesk,3.6,(81 Reviews),Public,"Mumbai,Maharashtra + 12 more",22 years old,201-500 Employees (Global)
6510,Acme Formulation,3.4,(81 Reviews),Nalagarh + 4 more,18 years old,501-1k Employees (India),
6511,HashCash Consult...,3.4,(81 Reviews),LLC,"Palo Alto,California + 2 more",7 years old,51-200 Employees (India)
6512,Pontika Aerotech,3.8,(81 Reviews),Public,Sirmour + 4 more,5 years old,51-200 Employees (India)
6513,Qdigi Services,3.9,(81 Reviews),Noida + 28 more,51-200 Employees (India),,
6514,SecUR Credential...,3.5,(81 Reviews),Private,Mumbai + 7 more,21 years old,201-500 Employees (India)
6515,Arya Collateral ...,4.4,(81 Reviews),Private,"Noida,Uttar Pradesh + 16 more",40 years old,51-200 Employees (India)
6516,Sheth Creators,3.6,(81 Reviews),Private,"Mumbai,Maharashtra + 2 more",11 years old,201-500 Employees (India)
6517,Yeshshree Press ...,3.8,(81 Reviews),"Aurangabad,Maharashtra + 1 more",25 years old,1k-5k Employees (India),
6518,SEG Automotive,3.8,(81 Reviews),Stuttgart + 5 more,4 years old,201-500 Employees (India),
6519,VFI SLK Global S...,3.8,(81 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 3 more",3 years old,501-1k Employees (India)
6520,Dollar Industrie...,4.1,(80 Reviews),Public,"Kolkata,West Bengal + 13 more",26 years old,501-1k Employees (India)
6521,John Distillerie...,3.9,(80 Reviews),Private,Bangalore + 12 more,26 years old,1k-5k Employees (India)
6522,Little Flower Sc...,3.8,(80 Reviews),Private,Maryland + 28 more,11-50 Employees (India),
6523,Metal Power Anal...,3.9,(80 Reviews),Private,"Mumbai,Maharashtra + 15 more",35 years old,51-200 Employees (India)
6524,XL Catlin,4.0,(80 Reviews),Public,Stamford + 1 more,36 years old,5k-10k Employees (India)
6525,RentoMojo,3.9,(80 Reviews),Private,Bangalore + 9 more,8 years old,201-500 Employees (India)
6526,Cognus Technolog...,3.1,(80 Reviews),Private,"Udaipur,Rajasthan + 3 more",14 years old,201-500 Employees (India)
6527,Lbf Travel,4.1,(80 Reviews),Private,"San Diego,California + 3 more",12 years old,201-500 Employees (India)
6528,Karuna Managemen...,3.1,(80 Reviews),Private,"Kolkata,West Bengal + 8 more",27 years old,51-200 Employees (India)
6529,Presidency Unive...,2.7,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",9 years old,51-200 Employees (Global)
6530,Radiant Enterpri...,4.2,(80 Reviews),Private,Pune + 30 more,20 years old,11-50 Employees (India)
6531,MAHLE Engine Com...,3.8,(80 Reviews),Private,Stuttgart + 8 more,102 years old,201-500 Employees (India)
6532,HM Constructions,4.6,(80 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",31 years old,51-200 Employees (India),
6533,SIMA Labs,3.7,(80 Reviews),New Delhi + 5 more,34 years old,201-500 Employees (India),
6534,Ayesa,4.0,(80 Reviews),Private,"Sevilla,Andalusia + 5 more",10 years old,201-500 Employees (India)
6535,Atos Services,4.2,(80 Reviews),Private,Bezons + 8 more,25 years old,1 Lakh+ Employees (India)
6536,Skandhanshi Infr...,4.3,(80 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",14 years old,501-1k Employees (India)
6537,Kolors Healthcar...,3.9,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",18 years old,51-200 Employees (India)
6538,Eglo India,3.0,(80 Reviews),Private,Pill + 3 more,53 years old,51-200 Employees (India)
6539,Ultimate Flexipa...,3.9,(80 Reviews),Public,Noida + 6 more,35 years old,51-200 Employees (India)
6540,Milan Laboratori...,4.2,(80 Reviews),Private,Thane + 6 more,46 years old,201-500 Employees (India)
6541,Expedien eSoluti...,3.8,(80 Reviews),Public,"Noida,Uttar Pradesh + 7 more",19 years old,51-200 Employees (India)
6542,Nippon Life Indi...,4.2,(80 Reviews),Public,Mumbai + 33 more,27 years old,1k-5k Employees (India)
6543,MEDICO Healthcar...,4.1,(80 Reviews),Columbia + 1 more,6 years old,51-200 Employees (India),
6544,Connect India E ...,3.4,(80 Reviews),Private,Bangalore + 24 more,7 years old,51-200 Employees (India)
6545,Falcon Force,4.1,(80 Reviews),Private,Tampa + 2 more,17 years old,51-200 Employees (India)
6546,HP Global e-Busi...,4.5,(80 Reviews),Public,Palo Alto + 2 more,83 years old,1-10 Employees (India)
6547,Skp Business Con...,3.6,(80 Reviews),Mumbai + 3 more,24 years old,501-1k Employees (India),
6548,Wockhardt Biotec...,4.5,(80 Reviews),Private,Aurangabad + 3 more,18 years old,1k-5k Employees (India)
6549,Harsha Toyota,4.0,(80 Reviews),Public,Hyderabad + 7 more,85 years old,201-500 Employees (Global)
6550,Reventics,4.4,(80 Reviews),Private,"Denver,CO",6 years old,201-500 Employees (India)
6551,Coldex Logistics,3.5,(80 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",17 years old,51-200 Employees (India)
6552,Swami Rama Himal...,4.1,(80 Reviews),Private,"Dehradun,Uttarakhand + 5 more",10 years old,1k-5k Employees (India)
6553,Csc Computer Edu...,4.3,(80 Reviews),Private,Chennai + 27 more,23 years old,51-200 Employees (India)
6554,Toluna,3.9,(80 Reviews),Private,Norwalk + 2 more,22 years old,501-1k Employees (India)
6555,Bangalore Baptis...,4.5,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",49 years old,1k-5k Employees (India)
6556,Impelsys,4.3,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka",21 years old,51-200 Employees (India)
6557,Viom Networks,4.6,(80 Reviews),Private,Gurgaon + 24 more,12 years old,1k-5k Employees (India)
6558,Dunnhumby,4.1,(80 Reviews),Private,"Brook Green,London",14 years old,501-1k Employees (India)
6559,Tata Interactive...,2.9,(80 Reviews),Mumbai + 18 more,32 years old,501-1k Employees (India),
6560,TAM Media Resear...,3.9,(80 Reviews),Private,Mumbai + 9 more,24 years old,501-1k Employees (India)
6561,NKC Projects,4.2,(80 Reviews),Private,Gurgaon + 17 more,19 years old,51-200 Employees (India)
6562,SEW Eurodrive in...,4.6,(80 Reviews),Private,"Vadodara/Baroda,Gujarat + 13 more",25 years old,201-500 Employees (India)
6563,Finolex Plasson ...,4.3,(80 Reviews),Private,Pune + 29 more,30 years old,501-1k Employees (India)
6564,Gillette,4.5,(80 Reviews),Public,"Rehovot,Rehovot + 14 more",38 years old,1k-5k Employees (India)
6565,Motorola,4.3,(80 Reviews),Private,Chicago + 24 more,94 years old,1k-5k Employees (India)
6566,Colorbar Cosmeti...,4.2,(80 Reviews),Private,"Delhi,NCT + 17 more",18 years old,51-200 Employees (India)
6567,Clixlogix Techno...,3.6,(80 Reviews),Private,"Noida,Uttar Pradesh",10 years old,51-200 Employees (India)
6568,Western Coalfiel...,4.2,(80 Reviews),Public,Nagpur + 10 more,47 years old,1 Lakh+ Employees (India)
6569,Ultimate Flexipa...,3.9,(80 Reviews),Public,Noida + 6 more,35 years old,51-200 Employees (India)
6570,Zcl Chemicals,3.9,(80 Reviews),Private,"Mumbai,Maharashtra + 2 more",31 years old,51-200 Employees (India)
6571,Falcon Force,4.1,(80 Reviews),Private,Tampa + 2 more,17 years old,51-200 Employees (India)
6572,Nippon Life Indi...,4.2,(80 Reviews),Public,Mumbai + 33 more,27 years old,1k-5k Employees (India)
6573,MEDICO Healthcar...,4.1,(80 Reviews),Columbia + 1 more,6 years old,51-200 Employees (India),
6574,Eben Telecom,3.4,(80 Reviews),Private,Kochi + 3 more,27 years old,501-1k Employees (India)
6575,NKC Projects,4.2,(80 Reviews),Private,Gurgaon + 17 more,19 years old,51-200 Employees (India)
6576,Little Flower Sc...,3.8,(80 Reviews),Private,Maryland + 28 more,11-50 Employees (India),
6577,Reliance Foundat...,4.3,(80 Reviews),Private,"Nagpur,Maharashtra + 20 more",31 years old,201-500 Employees (India)
6578,Caliber Technolo...,3.9,(80 Reviews),Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,501-1k Employees (India)
6579,Milan Laboratori...,4.2,(80 Reviews),Private,Thane + 6 more,46 years old,201-500 Employees (India)
6580,Unique Pharmaceu...,3.9,(80 Reviews),Private,Lagos + 9 more,35 years old,51-200 Employees (Global)
6581,Kolors Healthcar...,3.9,(80 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",18 years old,51-200 Employees (India)
6582,Eglo India,3.0,(80 Reviews),Private,Pill + 3 more,53 years old,51-200 Employees (India)
6583,Csc Computer Edu...,4.3,(80 Reviews),Private,Chennai + 27 more,23 years old,51-200 Employees (India)
6584,Expedien eSoluti...,3.8,(80 Reviews),Public,"Noida,Uttar Pradesh + 7 more",19 years old,51-200 Employees (India)
6585,Six Sigma Soft S...,3.2,(80 Reviews),Private,"Chennai,Tamil Nadu + 18 more",22 years old,51-200 Employees (India)
6586,Presidency Unive...,2.7,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",9 years old,51-200 Employees (Global)
6587,Gemini Consultin...,3.9,(80 Reviews),Private,"St Louis,Missouri + 6 more",12 years old,201-500 Employees (India)
6588,Karuna Managemen...,3.1,(80 Reviews),Private,"Kolkata,West Bengal + 8 more",27 years old,51-200 Employees (India)
6589,Everest Blowers,3.8,(80 Reviews),Private,New Delhi + 3 more,42 years old,201-500 Employees (India)
6590,Bangalore Baptis...,4.5,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",49 years old,1k-5k Employees (India)
6591,HP Global e-Busi...,4.5,(80 Reviews),Public,Palo Alto + 2 more,83 years old,1-10 Employees (India)
6592,Wockhardt Biotec...,4.5,(80 Reviews),Private,Aurangabad + 3 more,18 years old,1k-5k Employees (India)
6593,Skandhanshi Infr...,4.3,(80 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",14 years old,501-1k Employees (India)
6594,Indiana Gratings,4.1,(80 Reviews),Private,"Mumbai,Maharashtra + 5 more",52 years old,501-1k Employees (India)
6595,Manipal HealthMa...,4.1,(80 Reviews),Private,"New Delhi,Delhi + 22 more",7 years old,201-500 Employees (India)
6596,CollegeDekho,3.4,(80 Reviews),"Gurgaon,Haryana + 8 more",7 years old,501-1k Employees (India),
6597,Way2wealth Broke...,3.5,(80 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",38 years old,501-1k Employees (India)
